211,"Castillo, Sanchez and Patel",2.4,256
212,Huang-Davis,1.3,127
213,Watts PLC,1.0,168
214,"Burnett, Schroeder and West",0.1,313
215,Campbell LLC,4.0,287
216,Walker-Garcia,3.6,151
217,"Knight, Webb and Jones",0.9,13
218,Gray-Hodge,2.8,229
219,"Smith, Long and Romero",0.5,282
220,"Allen, Hamilton and Watson",3.5,317
221,"Brown, Russell and Weiss",1.1,196
222,Gutierrez-Stevenson,2.4,116
223,"Sanchez, Walter and Esparza",1.7,316
224,Campbell-Castillo,1.4,181
225,Campos-Yang,2.8,360
226,Webb-Nichols,4.9,276
227,Wu-Garcia,1.2,200
228,"Berry, Walker and Barker",3.9,179
229,Chapman-White,2.7,53
230,"Frederick, Wilkerson and Johnson",1.3,243
231,"Williams, Berry and Robinson",1.3,384
232,"Evans, Jones and Acevedo",0.4,361
233,Johnson Ltd,0.8,326
234,Reese Group,4.9,395
235,"Harris, Sparks and Johnson",2.0,321
236,Coffey PLC,1.7,292
237,"Morris, Harrison and Gonzalez",0.5,400
238,Davis and Sons,2.5,243
239,Price Ltd,3.8,171
240,Valenzuela Ltd,2.3,36
241,"Bernard, Choi and Salinas",3.4,208
242,"Smith, Higgins and Zuniga",3.9,221
243,"Jones, Escobar and Campbell",3.7,354
244,Farrell Inc,0.0,63
245,Harper-Bryant,2.2,160
246,Hernandez-Arellano,3.8,152
247,Johnson PLC,0.3,30
248,Savage-Lamb,2.4,289
249,"Adams, Powers and Bryant",3.8,231
250,Adams-Garner,2.3,41
251,Smith PLC,1.2,102
252,Andrade Inc,0.5,108
253,Clark-Medina,3.2,237
254,"Johnson, Martinez and Yu",3.4,234
255,Thompson-Gonzales,2.0,280
256,Armstrong-Cruz,4.4,4
257,Robinson-Bowers,1.6,131
258,Edwards Group,4.1,317
259,"Watson, Henson and Owens",2.8,152
260,Woods-Weaver,3.2,37
261,"Mayo, Bennett and Rojas",1.9,190
262,Kelly-Boone,1.4,65
263,"Galloway, Moody and Smith",1.3,263
264,"Swanson, Smith and Holt",3.2,157
265,Hurley-Norman,3.7,378
266,"Murray, Rivera and Cochran",3.6,381
267,Smith Ltd,4.8,3
268,Alvarez and Sons,3.6,281
269,"Thomas, Gallegos and Frazier",1.3,308
270,Williams-Phillips,1.9,328
271,Green-Graves,4.6,2
272,Morales and Sons,1.1,110
273,Carlson Group,3.2,221
274,"Daniels, Ewing and Baldwin",1.5,276
275,"Ray, Herrera and Frank",4.2,394
276,Bautista-Sanchez,4.7,119
277,Ho-Strong,2.7,28
278,Hunter LLC,2.4,389
279,Clements Inc,3.3,155
280,Harris-Young,3.9,5
281,Wilson-Figueroa,3.8,153
282,Williams-Larson,2.5,212
283,Anderson-Curtis,3.6,356
284,"Thomas, Small and Simpson",3.3,251
285,Dunn-Walker,0.5,136
286,"Moses, Bentley and Murray",1.1,186
287,Pierce-Hunt,0.3,99
288,Jones-Schroeder,3.1,201
289,Ward-Savage,4.4,162
290,Thomas Group,4.6,41
291,Patterson Inc,2.8,154
292,"Morris, Collins and Wagner",1.3,395
293,"Cortez, Fox and Ross",3.5,34
294,Mosley LLC,1.5,297
295,"Vasquez, Flowers and Shaffer",0.8,296
296,Watson-Roman,0.5,33
297,"Smith, Velazquez and Nelson",4.0,56
298,Moore-Wilson,3.3,321
299,Bolton-Fowler,3.6,310
300,"Rose, Johnson and Davis",4.7,102
301,Scott Group,0.6,114
302,"Green, Myers and Martin",3.5,371
303,Guerrero-Tucker,3.3,315
304,"Anderson, Pratt and Wood",0.2,296
305,Bennett PLC,2.7,193
306,"Adams, Smith and Oconnell",3.8,138
307,Mora LLC,0.8,74
308,Robinson-Avila,3.9,15
309,Rogers and Sons,0.4,107
310,Johns-Russell,1.1,297
311,"Levy, Gonzalez and Mitchell",3.8,384
312,Smith Ltd,1.0,98
313,"Nelson, Knight and Bryant",0.3,108
314,Brown Group,0.4,156
315,Leonard and Sons,2.7,156
316,Solomon-Ferrell,4.6,142
317,"Morgan, Owens and Simpson",3.2,282
318,Hunter-Villegas,4.4,271
319,Martin Inc,0.0,99
320,"Smith, Davenport and Castillo",3.0,389
321,Hayes Ltd,3.5,113
322,Nichols-Perkins,2.8,123
323,Vaughn-Cochran,2.7,388
324,Fuller Inc,1.2,118
325,"Farmer, Johnson and Miller",4.7,8
326,Sanchez-Cook,1.5,394
327,Flores-Watkins,0.8,1
328,Huffman-Atkinson,1.6,46
329,Massey-Miller,3.7,360
330,Williams-Gray,2.4,53
331,Hancock Ltd,4.0,294
332,Ayers-Scott,3.8,17
333,Martinez Ltd,2.8,382
334,Duncan-Willis,4.3,104
335,"Carter, Perkins and Buchanan",3.0,309
336,"Taylor, Hicks and Hernandez",1.5,61
337,"Murray, Hanson and Kennedy",2.9,359
338,"Farrell, Cruz and Williams",4.4,59
339,Howard Ltd,3.9,383
340,Sandoval-Hutchinson,4.2,97
341,"Chaney, Lynn and Rivas",4.1,90
342,Wall Group,2.3,39
343,Sanchez and Sons,2.5,208
344,Travis-Nguyen,0.6,210
345,Salinas LLC,0.9,67
346,"Robertson, Nguyen and Miles",1.5,213
347,Lopez-Perry,4.6,100
348,Miller-Adams,2.9,238
349,Mclaughlin-Webb,2.9,8
350,Small Inc,1.4,347
351,Webb LLC,3.4,3
352,"Riley, Mcneil and Taylor",3.4,178
353,Mcclain and Sons,4.8,212
354,"Davis, Valentine and Hernandez",0.0,109
355,Flores-Walton,1.5,245
356,Armstrong-Blackburn,1.6,101
357,Bradley-Williams,0.7,250
358,Jones-Bryan,1.0,336
359,"Ferguson, Young and Torres",4.4,95
360,Reed-Moore,4.8,144
361,"Fleming, Edwards and Cole",2.2,267
362,Burns PLC,1.5,6
363,Park LLC,0.2,10
364,Shah LLC,0.7,202
365,"Harrison, Johnson and Curtis",0.5,46
366,Robinson Inc,4.4,107
367,Brown-Hall,0.8,337
368,Lawrence Group,1.6,210
369,"Lloyd, Williams and Garcia",2.4,149
370,"Fields, Watkins and Owen",4.8,220
371,"Schroeder, Archer and Henderson",4.8,148
372,Garcia PLC,1.9,375
373,"Phillips, Norton and Thomas",1.2,142
374,"Allen, Hoffman and Robinson",2.9,91
375,Nunez Group,0.8,356
376,"Gross, Murphy and Lang",1.5,297
377,Morgan Inc,1.0,28
378,Vargas Group,2.0,50
379,Lee-Ibarra,1.0,237
380,Lane-Dunn,1.6,239
381,Brown-Wilson,3.6,181
382,"Pearson, Ruiz and Alvarado",3.6,140
383,"Sullivan, Wise and Jones",2.5,135
384,Huynh and Sons,3.1,216
385,"Newman, Miller and Beasley",1.1,31
386,"Juarez, Phelps and Sherman",2.8,28
387,"West, Nolan and Bartlett",4.3,130
388,Martin LLC,2.3,205
389,Davis-Perry,3.6,333
390,Hood Ltd,0.9,214
391,Andrews-Williams,2.4,232
392,"Torres, Park and Williamson",1.1,116
393,"Haas, Moreno and Smith",4.9,258
394,Lewis-Martinez,4.9,183
395,Golden Group,1.2,393
396,Romero-Johnson,3.1,285
397,"Frank, Downs and Massey",4.5,19
398,"Powell, White and Price",0.8,32
399,Howell-Ball,5.0,105
400,"Gardner, Rosario and Williamson",3.3,30
401,"Williams, Torres and Stark",0.5,266
402,"Doyle, Munoz and Brooks",3.8,163
403,"Jones, Koch and Leon",2.7,61
404,"Valentine, Figueroa and Garcia",3.0,375
405,"Pierce, Cole and Griffin",4.7,153
406,Ramos LLC,3.2,112
407,"Waller, Summers and Gray",3.0,292
408,Johnson Ltd,0.8,229
409,Williams-Holmes,0.7,142
410,Hughes LLC,2.6,73
411,"Small, Acosta and Lee",1.2,77
412,"Perry, Brown and Rodriguez",3.5,179
413,"Chen, French and Reed",4.5,70
414,Williams Group,4.0,295
415,Chavez and Sons,4.2,307
416,"Davis, Baker and Burns",3.2,207
417,Singleton Group,1.4,105
418,Martinez-Smith,0.6,310
419,"Fowler, Walker and Price",3.5,237
420,"Ramirez, Nielsen and Chambers",3.4,24
421,"Gomez, Mercer and Hill",2.0,279
422,Yang and Sons,4.4,274
423,"Fowler, Gordon and Edwards",2.8,301
424,Fletcher PLC,2.5,392
425,"Wiley, Simpson and Rodriguez",3.8,335
426,Rivas-Williams,0.8,375
427,Harrell-Nunez,1.5,9
428,Flores PLC,4.5,327
429,"Cooper, Hudson and Williams",3.8,91
430,Wagner PLC,1.3,121
431,Jones-Simmons,3.5,23
432,"Henderson, Haas and Allen",3.4,115
433,"Watson, Carlson and Moran",0.2,186
434,Obrien-Page,2.0,81
435,"Diaz, Le and Mitchell",1.7,329
436,Thomas-White,1.2,33
437,"Daniels, Parker and Nolan",1.0,143
438,"Cruz, Jones and Jones",4.4,375
439,"Lee, Mccall and Thompson",0.4,171
440,Ashley-Freeman,0.4,113
441,Smith Ltd,0.5,135
442,Martin-Robinson,1.6,283
443,"Rice, Tate and Carr",2.6,259
444,Moore-Reynolds,5.0,339
445,Day-Davis,0.2,274
446,Harrison Ltd,0.5,12
447,Leon-Santos,2.9,7
448,White PLC,0.9,11
449,"Marshall, Harris and Anderson",5.0,80
450,David Inc,2.0,223
451,"Brown, Sims and Miller",3.8,31
452,"Bowen, Stanley and Thomas",2.1,63
453,White and Sons,3.0,24
454,"Rhodes, Leblanc and Byrd",0.6,360
455,Smith LLC,3.0,318
456,"Murray, Horne and Jimenez",0.5,244
457,Parker PLC,1.0,283
458,"Richard, Peters and Morse",1.9,315
459,Barnes-Williams,3.3,171
460,Compton LLC,2.8,220
461,Dixon-Dyer,3.4,140
462,Smith Ltd,2.0,387
463,Brown-Roberts,1.9,152
464,Rubio-Smith,0.9,236
465,Murphy-Vaughn,4.7,227
466,Nichols Inc,2.8,247
467,Cole Ltd,1.4,78
468,"Paul, Williams and Johnson",0.5,188
469,Ramos-Callahan,3.9,192
470,"Barnes, Hall and Gonzalez",0.0,275
471,Jacobson-Ramirez,1.5,38
472,Whitaker-Chen,1.2,33
473,Ramirez Ltd,3.8,346
474,Suarez-Haney,5.0,371
475,Lee-Dean,2.0,245
476,Anderson-Gonzales,1.4,282
477,Ferguson-King,3.0,143
478,Johnson-Arellano,1.2,225
479,"Conway, West and Jones",2.7,128
480,Schmidt PLC,2.0,290
481,"Mitchell, Meyer and Brown",1.3,76
482,Williams PLC,2.4,396
483,"Ryan, Wells and Snyder",3.0,38
484,Griffin Inc,0.3,313
485,"Jordan, Anthony and Hartman",2.1,345
486,Graham-Hoffman,2.4,32
487,Powell Group,4.1,51
488,"Hall, Sheppard and Diaz",2.5,307
489,Willis-Anderson,5.0,21
490,Jones and Sons,4.1,378
491,Smith PLC,2.6,13
492,Macias Group,1.8,290
493,"Foster, Hayes and Foley",3.0,386
494,Allen-Taylor,1.8,114
495,Perez-Bennett,4.8,114
496,Harris-Pitts,3.5,307
497,"Clements, Estes and Smith",2.3,95
498,Myers Group,3.4,61
499,Stokes-Lawson,4.4,131
500,Singh Ltd,3.4,320
501,Scott-Campbell,2.1,71
502,"Boyd, Gay and Fuentes",4.0,124
503,Gonzalez-Roberts,3.2,113
504,"Patrick, Banks and Jones",1.9,99
505,Flores LLC,2.8,198
506,Sanders PLC,4.7,143
507,Mcgrath-Martinez,3.8,33
508,Perry-Bowen,2.5,206
509,Nelson and Sons,1.8,14
510,"Rivera, Rodriguez and Cooper",0.7,344
511,Cantu Group,1.6,379
512,Porter-Boone,2.2,241
513,Fuller Inc,2.6,80
514,Mitchell and Sons,1.8,221
515,Gibson Ltd,1.4,241
516,Moss-Barnett,4.1,276
517,Ramos Inc,4.7,150
518,Wilson PLC,3.7,101
519,Hunter-Flores,3.7,175
520,Bird-Gordon,0.9,162
521,Frederick PLC,2.0,89
522,Scott PLC,4.0,168
523,"Wilson, Robertson and Nash",1.8,80
524,Walter Group,2.8,151
525,Shepherd and Sons,1.5,326
526,Mcmahon LLC,1.6,229
527,Anderson PLC,3.1,64
528,"Esparza, Dean and Nelson",2.3,65
529,Ryan-Hernandez,3.3,217
530,"Lawson, Williams and Smith",3.4,383
531,"Price, Hill and Thornton",2.0,24
532,"Padilla, Alexander and Thompson",0.5,33
533,Taylor and Sons,1.0,110
534,Brewer-Kelley,4.8,170
535,Hoffman Group,4.8,223
536,Estrada Ltd,3.7,229
537,Brooks PLC,4.0,55
538,Sanders-Campbell,4.5,245
539,Wise Group,1.2,380
540,Payne-Franklin,4.3,60
541,Chen Inc,3.5,165
542,Bruce-Rasmussen,0.4,45
543,"Bell, Bruce and Soto",1.5,88
544,Rodriguez Group,4.7,43
545,Green Ltd,4.9,187
546,"Andrews, Pearson and Johnson",2.6,53
547,"Mcintyre, Ramos and Martinez",2.0,377
548,Phillips-Clark,3.0,338
549,Phillips LLC,1.8,167
550,"West, Parker and Petersen",4.4,252
551,Diaz-Trujillo,4.1,200
552,"Morse, Hayes and Perez",1.1,297
553,Johnson Inc,4.2,322
554,Patel LLC,0.1,203
555,"Gonzalez, Buckley and Walker",0.0,19
556,Washington-Mcclure,1.2,336
557,Gardner Inc,3.1,96
558,Edwards PLC,0.8,234
559,Williams and Sons,0.5,354
560,Burnett-Duarte,3.0,297
561,"Ortega, Gardner and Cruz",4.2,209
562,Gibson and Sons,0.6,304
563,Mckee Ltd,1.7,90
564,Banks-Duffy,0.8,378
565,"Roberts, Henson and Hunter",2.0,220
566,Schmidt-Campbell,4.6,70
567,Boyer and Sons,3.6,34
568,Knapp-Brady,3.5,6
569,Hall Ltd,2.3,21
570,"Gray, Miller and James",3.7,295
571,Roberson and Sons,0.1,360
572,Sullivan and Sons,3.8,274
573,"Morris, Fowler and Clark",4.6,172
574,Ewing-King,3.9,144
575,"Peters, Nixon and Ward",3.8,214
576,Galloway LLC,4.5,311
577,"Green, Shepherd and Evans",3.9,34
578,Smith Inc,4.1,270
579,Cruz-Vaughan,0.6,176
580,Watson PLC,4.1,26
581,"Brown, Barber and Werner",4.3,344
582,Long-Henry,3.9,275
583,Gutierrez LLC,4.2,109
584,Green LLC,0.1,311
585,Martinez-Conner,1.9,176
586,"Richardson, Ortiz and Klein",2.6,385
587,"Morrison, Douglas and Cook",0.7,112
588,"Davis, Bishop and Johnson",2.8,312
589,"Roth, Williams and Douglas",4.2,94
590,"Crawford, Hill and Page",3.1,221
591,Cannon PLC,1.7,96
592,Ramirez LLC,1.4,3
593,"Morgan, Rodriguez and Holt",0.4,231
594,Miller Inc,1.3,204
595,"Gordon, Adams and Rasmussen",4.5,284
596,"Castaneda, Hopkins and Alvarez",2.5,215
597,Williams Inc,3.3,95
598,Frey LLC,3.0,252
599,Cox-Sanchez,4.5,221
600,Black PLC,3.1,317
601,Villa-Lee,3.8,305
602,Leblanc-Barrett,1.3,263
603,"Ross, Williams and Thomas",3.9,211
604,Payne-Allen,2.5,233
605,French PLC,3.6,107
606,"Rogers, Richard and Mendez",0.2,271
607,Brown-Crawford,3.5,170
608,Day Group,3.3,210
609,"Moss, Suarez and Rios",1.9,126
610,"Brown, Contreras and Rowland",2.3,356
611,Smith-Jimenez,5.0,121
612,Arias-Rivera,1.1,318
613,Norris Inc,0.7,314
614,Tanner Group,3.7,172
615,Cooper and Sons,2.7,253
616,Bailey Group,3.9,192
617,Potter LLC,4.2,125
618,Chaney PLC,2.3,248
619,Hernandez and Sons,2.2,215
620,"Holder, Moore and Smith",1.7,29
621,"Gonzalez, Owens and Novak",1.0,361
622,Cruz-Jensen,1.9,268
623,Briggs-Lynch,0.3,295
624,Thomas-Morales,2.1,324
625,Ware Ltd,2.8,137
626,"Roberts, Swanson and Wilson",4.2,202
627,"Serrano, Bowers and Harris",3.7,113
628,Clark PLC,4.0,194
629,Snyder Group,3.9,28
630,"Castro, Hanson and Lam",4.2,32
631,Delacruz-Davies,0.4,173
632,"White, Suarez and Carey",2.1,336
633,Wilson Ltd,3.9,387
634,Hoffman-Ramirez,3.7,400
635,Gentry-Alvarez,4.9,363
636,Stokes-Rowe,1.9,383
637,Moore Group,0.8,200
638,"Meza, Pierce and Hopkins",0.0,91
639,Rodriguez-Rosales,1.7,272
640,Walter Inc,3.1,150
641,Ross LLC,4.4,55
642,Brooks-Mendez,3.2,218
643,"Marsh, Brown and Allen",3.2,247
644,Bell PLC,0.3,164
645,Coleman LLC,3.4,272
646,"Wright, Payne and Baker",1.9,101
647,"Lawrence, Goodwin and Fry",2.1,289
648,Ritter-Phillips,0.7,374
649,Wagner Inc,1.9,300
650,Lee Inc,3.4,47
651,Flores LLC,2.8,32
652,"Ryan, Moran and Monroe",2.0,375
653,Jones-Estrada,0.2,392
654,Obrien-Garcia,2.3,244
655,"Keith, Moran and Hart",2.7,146
656,"Mercer, Brown and Williams",1.0,126
657,"Ortiz, Smith and Martinez",1.1,275
658,"Duke, Carlson and Parker",4.2,26
659,"Pratt, Hoffman and Collins",1.0,297
660,Hill Inc,0.0,157
661,Jacobs-Cole,4.0,316
662,Lewis-Martinez,3.5,58
663,Stewart-Tran,1.5,386
664,"Garcia, Nichols and Cooper",2.7,85
665,"Christensen, Washington and Conrad",3.9,258
666,Galvan-Curry,1.5,306
667,Carpenter LLC,2.6,69
668,Smith and Sons,3.1,285
669,Reed-Mitchell,1.4,286
670,"James, Davis and Reese",4.6,172
671,"Howard, Allen and Taylor",3.8,148
672,Davis-Taylor,3.4,103
673,Tyler-Hayes,4.6,80
674,"Mcgrath, Lewis and Welch",0.1,354
675,Ward-Harris,1.9,389
676,Brown Inc,3.0,42
677,"Turner, Yang and Murphy",4.8,224
678,Rodriguez Group,1.8,319
679,"Santiago, Mccoy and Taylor",0.2,340
680,Young-Larsen,5.0,282
681,"Fox, Taylor and Benjamin",2.8,60
682,Moore PLC,4.7,211
683,Mcmahon-Adams,4.8,281
684,Jimenez-Jones,3.7,90
685,"Fry, Jones and Ford",0.4,348
686,White Ltd,2.5,11
687,Jimenez-Lewis,3.9,113
688,Burch-Lin,3.6,4
689,Rivera-Carney,1.0,68
690,"Weeks, Anderson and Stout",3.2,141
691,Roth Group,0.0,40
692,Davis-Warren,3.5,246
693,Hunter-Burgess,3.8,333
694,Rogers LLC,1.8,394
695,"Miller, Porter and Gillespie",3.3,349
696,"Macdonald, Wright and Gomez",0.2,295
697,Johnson-Maynard,3.4,281
698,Boyle and Sons,3.4,364
699,"Greene, Bell and Hansen",2.0,312
700,"Smith, Watts and Rivas",2.3,398
701,Ware-Williams,3.9,9
702,Garcia Ltd,2.2,165
703,"Andersen, Coffey and Tran",3.8,9
704,Warren-Watkins,4.2,233
705,Cox LLC,3.5,54
706,Gilmore-King,4.4,339
707,"Olsen, Macias and Beard",4.1,215
708,Brown-Norris,3.2,247
709,"Ryan, Thompson and Gutierrez",4.1,52
710,"Gonzalez, Proctor and Evans",4.4,211
711,Campbell-Horn,1.7,58
712,"Reid, Anthony and Bell",3.0,40
713,Freeman Group,0.9,126
714,"Thomas, Garcia and Lowe",1.2,80
715,Edwards-Sandoval,1.3,336
716,Kaiser-Barnes,3.6,152
717,"Rodriguez, Dennis and Bradley",2.3,308
718,"Moore, Rose and Howard",1.3,241
719,Rogers-Lopez,3.7,369
720,Garner LLC,4.8,82
721,Jones Ltd,2.5,95
722,Vaughan-Howell,3.4,141
723,Wells-Sanchez,5.0,209
724,"Barajas, Ray and Smith",2.2,236
725,Everett Group,0.5,186
726,Brown LLC,1.1,114
727,Valencia-Evans,3.0,295
728,"Flores, Harrington and Fernandez",4.9,334
729,"Riley, Paul and Reilly",2.3,217
730,Farrell Ltd,1.2,184
731,"Little, Davis and Anderson",3.7,4
732,"Williams, Jackson and Young",1.1,289
733,Johnson-James,0.8,346
734,Thompson Group,1.7,375
735,Davies Ltd,4.9,71
736,Jefferson-Johnson,1.6,352
737,Johnson Inc,4.8,114
738,Lopez-Williams,2.0,172
739,"Kirk, Gross and Lee",1.0,305
740,Williams-Alexander,3.5,317
741,Anderson and Sons,1.8,140
742,Peters-Wilkins,0.5,150
743,Phillips and Sons,4.1,84
